Tempo (s),Tensão (V),Corrente (A)
0.0,8.0,0.001
0.001,7.9006224039510515,0.0009875778004938814
0.002,7.802479296226661,0.0009753099120283327
0.003,7.7055553417665745,0.0009631944177208218
0.004,7.609835396005712,0.000951229424500714
0.005,7.5153045025078065,0.0009394130628134758
0.006,7.421947890628423,0.0009277434863285529
0.007,7.329750973207021,0.0009162188716508777
0.008,7.238699344287676,0.0009048374180359595
0.009000000000000001,7.1487787768681255,0.0008935973471085157
0.01,7.059975220676764,0.0008824969025845955
0.011,6.972274799977263,0.0008715343499971579
0.012,6.8856638114004625,0.0008607079764250578
0.013000000000000001,6.800128721803185,0.0008500160902253982
0.014,6.715656166153659,0.0008394570207692074
0.015,6.632232945443203,0.0008290291181804004
0.016,6.549846024623855,0.0008187307530779819
0.017,6.468482530571619,0.0008085603163214525
0.018000000000000002,6.3881297500750165,0.000798516218759377
0.019,6.308775127848613,0.0007885968909810767
0.02,6.230406264571239,0.0007788007830714049
0.021,6.153010914948564,0.0007691263643685705
0.022,6.076576985799748,0.0007595721232249684
0.023,6.001092534167855,0.0007501365667709818
0.024,5.926545765453743,0.0007408182206817179
0.025,5.852925031573134,0.0007316156289466418
0.026000000000000002,5.780218829136578,0.0007225273536420723
0.027,5.7084157976520205,0.0007135519747065026
0.028,5.6375047177497075,0.0007046880897187134
0.029,5.567474509429136,0.000695934313678642
0.03,5.498314230327778,0.0006872892787909723
0.031,5.430013074011315,0.0006787516342514144
0.032,5.362560368285115,0.0006703200460356394
0.033,5.295945573526672,0.000661993196690834
0.034,5.230158281038778,0.0006537697851298473
0.035,5.165188211423136,0.000645648526427892
0.036000000000000004,5.101025212974186,0.0006376281516217732
0.037,5.03765926009288,0.00062970740751161
0.038,4.975080451720161,0.0006218850564650201
0.039,4.913279009789902,0.0006141598762237379
0.04,4.852245277701067,0.0006065306597126335
0.041,4.7919697188088435,0.0005989962148511054
0.042,4.732442914934521,0.0005915553643668152
0.043000000000000003,4.6736555648938864,0.0005842069456117358
0.044,4.615598483043894,0.0005769498103804868
0.045,4.558262597847384,0.000569782824730923
0.046,4.5016389504556455,0.0005627048688069557
0.047,4.445718693308571,0.0005557148366635713
0.048,4.390493088752211,0.0005488116360940264
0.049,4.335953507673497,0.0005419941884591871
0.05,4.282091428151922,0.0005352614285189902
0.051000000000000004,4.228898434127978,0.0005286123042659973
0.052000000000000005,4.176366214088128,0.000522045776761016
0.053,4.124486559766113,0.0005155608199707641
0.054,4.073251364860393,0.0005091564206075492
0.055,4.022652623767527,0.0005028315779709409
0.056,3.972682430331276,0.0004965853037914096
0.057,3.923332976607249,0.0004904166220759061
0.058,3.8745965516428997,0.0004843245689553625
0.059000000000000004,3.8264655402726726,0.0004783081925340841
0.06,3.7789324219281175,0.0004723665527410147
0.061,3.731989769462787,0.00046649872118284834
0.062,3.6856302479917264,0.0004607037809989658
0.063,3.639846613745388,0.00045498082671817353
0.064,3.5946317129377725,0.0004493289641172216
0.065,3.549978480648639,0.0004437473100810799
0.066,3.5058799397195934,0.00043823499246494916
0.067,3.462329199663898,0.00043279114995798724
0.068,3.419319455589813,0.00042741493194872667
0.069,3.376843987137324,0.0004221054983921655
0.07,3.3348961574280667,0.00041686201967850833
0.07100000000000001,3.2934694120283075,0.00041168367650353845
0.07200000000000001,3.2525572779247924,0.0004065696597405991
0.073,3.2121533625133334,0.00040151917031416666
0.074,3.172251352599943,0.0003965314190749929
0.075,3.132845013414392,0.000391605626676799
0.076,3.09392818763601,0.0003867410234545012
0.077,3.055494794431591,0.0003819368493039489
0.078,3.0175388285052556,0.00037719235356315693
0.079,2.9800543591601034,0.0003725067948950129
0.08,2.9430355293715387,0.00036787944117144236
0.081,2.90647655487209,0.00036330956935901125
0.082,2.870371723247613,0.0003587964654059516
0.083,2.8347153930447093,0.0003543394241305887
0.084,2.7995019928892426,0.00034993774911115536
0.085,2.764726020615796,0.00034559075257697454
0.08600000000000001,2.7303820424079497,0.00034129775530099374
0.08700000000000001,2.696464691949234,0.00033705808649365425
0.088,2.662968669584637,0.0003328710836980796
0.089,2.6298887414925134,0.0003287360926865642
0.09,2.597219738866798,0.00032465246735834976
0.091,2.5649565571093653,0.00032061956963867067
0.092,2.533094155032426,0.0003166367693790533
0.093,2.5016275540708306,0.00031270344425885383
0.094,2.470551837504159,0.0003088189796880199
0.095,2.4398621496884743,0.0003049827687110593
0.096,2.409553695297617,0.00030119421191220216
0.097,2.379621738573925,0.0002974527173217406
0.098,2.350061602588262,0.0002937577003235328
0.099,2.320868668509242,0.00029010858356365527
0.1,2.2920383748815207,0.0002865047968601901
0.101,2.263566216913063,0.00028294577711413286
0.10200000000000001,2.2354477457712583,0.0002794309682214073
0.10300000000000001,2.207678567887785,0.0002759598209859731
0.10400000000000001,2.1802543442721007,0.0002725317930340126
0.105,2.153170789833471,0.0002691463487291839
0.106,2.1264236727114127,0.0002658029590889266
0.107,2.1000088136144583,0.0002625011017018073
0.108,2.0739220851671325,0.0002592402606458916
0.109,2.0481594112650403,0.00025601992640813
0.11,2.0227167664379717,0.00025283959580474645
0.111,1.9975901752209084,0.00024969877190261357
0.112,1.972775711532852,0.0002465969639416065
0.113,1.9482694980633655,0.0002435336872579207
0.114,1.924067705666737,0.00024050846320834213
0.115,1.900166552763665,0.00023752081909545814
0.116,1.8765623047503812,0.00023457028809379765
0.117,1.85325127341511,0.00023165640917688878
0.11800000000000001,1.8302298163617794,0.00022877872704522243
0.11900000000000001,1.8074943364408866,0.00022593679205511083
0.12,1.7850412811874385,0.00022313016014842982
0.121,1.7628671422658708,0.00022035839278323387
0.122,1.7409684549218631,0.0002176210568652329
0.123,1.7193417974409648,0.00021491772468012062
0.124,1.6979837906139443,0.00021224797382674306
0.125,1.6768910972087825,0.0002096113871510978
0.126,1.6560604214492212,0.00020700755268115265
0.127,1.635488508499792,0.00020443606356247403
0.128,1.615172143957243,0.00020189651799465538
0.129,1.5951081533482812,0.00019938851916853514
0.13,1.5752934016335525,0.00019691167520419407
0.131,1.5557247927177884,0.00019446559908972355
0.132,1.5363992689660326,0.0001920499086207541
0.133,1.517313810725882,0.00018966422634073525
0.134,1.4984654358556562,0.00018730817948195704
0.135,1.4798511992584342,0.0001849813999073043
0.136,1.4614681924218769,0.0001826835240527346
0.137,1.443313542963766,0.00018041419287047076
0.138,1.4253844141831873,0.00017817305177289842
0.139,1.4076780046172919,0.00017595975057716149
0.14,1.3901915476035607,0.00017377394345044508
0.14100000000000001,1.3729223108475097,0.00017161528885593872
0.14200000000000002,1.3558675959957605,0.00016948344949947007
0.14300000000000002,1.3390247382144198,0.00016737809227680247
0.14400000000000002,1.322391105772692,0.0001652988882215865
0.145,1.3059640996316675,0.00016324551245395843
0.146,1.2897411530382141,0.00016121764412977676
0.147,1.2737197311239221,0.00015921496639049028
0.148,1.257897330509021,0.00015723716631362765
0.149,1.2422714789112241,0.00015528393486390302
0.15,1.2268397347594278,0.00015335496684492847
0.151,1.2115996868122125,0.00015144996085152658
0.152,1.1965489537810805,0.00014956861922263507
0.153,1.1816851839583746,0.00014771064799479683
0.154,1.167006054849819,0.00014587575685622736
0.155,1.1525092728116262,0.00014406365910145329
0.156,1.1381925726921087,0.00014227407158651359
0.157,1.124053717477745,0.00014050671468471813
0.158,1.110090497943642,0.00013876131224295523
0.159,1.0963007323083396,0.00013703759153854244
0.16,1.0826822658929016,0.0001353352832366127
0.161,1.0692329707842432,0.0001336541213480304
0.162,1.0559507455026418,0.00013199384318783022
0.163,1.0428335146733732,0.00013035418933417164
0.164,1.0298792287024339,0.00012873490358780425
0.165,1.0170858634562847,0.0001271357329320356
0.166,1.0044514199455776,0.0001255564274931972
0.167,0.9919739240128098,0.00012399674050160122
0.168,0.9796514260238552,0.0001224564282529819
0.169,0.9674820005633331,0.00012093525007041664
0.17,0.955463746133757,0.00011943296826671962
0.171,0.9435947848584199,0.00011794934810730248
0.17200000000000001,0.9318732621879757,0.00011648415777349696
0.17300000000000001,0.920297346610659,0.00011503716832633238
0.17400000000000002,0.9088652293661097,0.00011360815367076371
0.17500000000000002,0.8975751241627499,0.00011219689052034374
0.176,0.8864252668986713,0.00011080315836233391
0.177,0.8754139153859914,0.00010942673942324893
0.178,0.8645393490786345,0.00010806741863482931
0.179,0.8537998688034897,0.00010672498360043621
0.18,0.8431937964949147,0.00010539922456186434
0.181,0.8327194749325335,0.00010408993436656669
0.182,0.8223752674822912,0.0001027969084352864
0.183,0.8121595578407284,0.00010151994473009105
0.184,0.80207074978243,0.00010025884372280376
0.185,0.7921072669106104,9.90134083638263e-05
0.186,0.7822675524108007,9.778344405135009e-05
0.187,0.7725500688075906,9.656875860094882e-05
0.188,0.7629532977243969,9.536916221554961e-05
0.189,0.7534757396462135,9.418446745577669e-05
0.19,0.7441159136853079,9.301448921066349e-05
0.191,0.7348723573498311,9.18590446687289e-05
0.192,0.7257436263153001,9.071795328941252e-05
0.193,0.7167282941989174,8.959103677486468e-05
0.194,0.7078249523366985,8.847811904208732e-05
0.195,0.6990322095633631,8.737902619542039e-05
0.196,0.690348691994964,8.62935864993705e-05
0.197,0.6817730428142147,8.522163035177684e-05
0.198,0.6733039220584829,8.416299025731037e-05
0.199,0.6649400064104202,8.311750080130252e-05
0.2,0.6566799889911904,8.20849986238988e-05
0.201,0.6485225791562659,8.106532239453324e-05
0.202,0.6404665022937643,8.005831278672054e-05
0.203,0.6325104996252852,7.906381245316064e-05
0.20400000000000001,0.624653328009225,7.808166600115313e-05
0.20500000000000002,0.6168937597465337,7.711171996831671e-05
0.20600000000000002,0.6092305823888826,7.615382279861033e-05
0.20700000000000002,0.601662598549219,7.520782481865237e-05
0.20800000000000002,0.594188625714671,7.427357821433387e-05
0.209,0.5868074960617771,7.335093700772214e-05
0.21,0.5795180562740117,7.243975703425146e-05
0.211,0.5723191673615781,7.153989592019726e-05
0.212,0.5652097044834368,7.06512130604296e-05
0.213,0.5581885567715491,6.977356959644364e-05
0.214,0.5512546271573007,6.890682839466258e-05
0.215,0.5444068322000816,6.80508540250102e-05
0.216,0.5376441019179983,6.720551273974979e-05
0.217,0.5309653796206848,6.63706724525856e-05
0.218,0.5243696217441947,6.554620271802433e-05
0.219,0.5178557976879404,6.473197471099256e-05
0.22,0.5114228896536606,6.392786120670758e-05
0.221,0.505069892486387,6.313373656079838e-05
0.222,0.49879581351738744,6.234947668967343e-05
0.223,0.49259967240905767,6.157495905113221e-05
0.224,0.4864805010017438,6.0810062625217975e-05
0.225,0.48043734316246356,6.0054667895307946e-05
0.226,0.47446925463550976,5.930865682943872e-05
0.227,0.46857530289490823,5.857191286186353e-05
0.228,0.46275456699870765,5.7844320874838456e-05
0.229,0.4570061374450821,5.712576718063527e-05
0.23,0.4513291160302188,5.641613950377735e-05
0.231,0.44572261570797117,5.5715326963496396e-05
0.232,0.44018576045125785,5.502322005640723e-05
0.233,0.4347176851151798,5.4339710639397475e-05
0.234,0.42931753530184086,5.366469191273011e-05
0.23500000000000001,0.4239844672268464,5.2998058403355804e-05
0.23600000000000002,0.41871764758745905,5.233970594843238e-05
0.23700000000000002,0.41351625343239495,5.168953167904937e-05
0.23800000000000002,0.40837947203323516,5.104743400415439e-05
0.23900000000000002,0.40330650075743485,5.0413312594679356e-05
0.24,0.39829654694291156,4.9787068367863945e-05
0.241,0.39334882777418867,4.9168603471773584e-05
0.242,0.3884625701600798,4.8557821270009975e-05
0.243,0.3836370106128918,4.7954626326611474e-05
0.244,0.37887139512912743,4.735892439114093e-05
0.245,0.37416497907167184,4.677062238395898e-05
0.246,0.36951702705344097,4.618962838168012e-05
0.247,0.36492681282247524,4.5615851602809405e-05
0.248,0.3603936191484624,4.50492023935578e-05
0.249,0.3559167377106682,4.448959221383352e-05
0.25,0.35149546898725936,4.393693362340742e-05
0.251,0.347129122146003,4.3391140268250376e-05
0.252,0.3428170149363215,4.285212686704019e-05
0.253,0.33855847358269037,4.2319809197836294e-05
0.254,0.33435283267935934,4.1794104084919916e-05
0.255,0.3301994350863804,4.127492938579755e-05
0.256,0.3260976318269297,4.0762203978366214e-05
0.257,0.3220467819859028,4.0255847748237854e-05
0.258,0.31804625260977043,3.9755781576221306e-05
0.259,0.31409541860767853,3.926192732595982e-05
0.26,0.31019366265377607,3.877420783172201e-05
0.261,0.3063403750907572,3.8292546886344646e-05
0.262,0.30253495383460066,3.7816869229325086e-05
0.263,0.29877680428049286,3.7347100535061606e-05
0.264,0.29506533920991995,3.688316740124e-05
0.265,0.2913999786989139,3.6424997337364234e-05
0.266,0.28778015002743723,3.597251875342966e-05
0.267,0.2842052875898957,3.552566094873697e-05
0.268,0.2806748328067602,3.5084354100845025e-05
0.269,0.2771882340372881,3.464852925466101e-05
0.27,0.27374494649332826,3.421811831166603e-05
0.271,0.27034443215419635,3.379305401927454e-05
0.272,0.2669861596826085,3.337326996032607e-05
0.273,0.2636696043416588,3.295870054270735e-05
0.274,0.26039424791282734,3.254928098910342e-05
0.275,0.25715957861500854,3.2144947326876065e-05
0.276,0.2539650910245435,3.174563637806794e-05
0.277,0.250810285996247,3.1351285749530874e-05
0.278,0.24769467058541506,3.0961833823176884e-05
0.279,0.24461775797080065,3.057721974635008e-05
0.28,0.2415790673785479,3.0197383422318488e-05
0.281,0.23857812400706957,2.9822265500883696e-05
0.28200000000000003,0.23561445895285824,2.945180736910728e-05
0.28300000000000003,0.2326876091372197,2.9085951142152462e-05
0.28400000000000003,0.22979711723391538,2.8724639654239422e-05
0.28500000000000003,0.22694253159770472,2.8367816449713092e-05
0.28600000000000003,0.22412340619377447,2.801542577422181e-05
0.28700000000000003,0.2213393005280445,2.7667412566005564e-05
0.28800000000000003,0.21858977957834036,2.7323722447292547e-05
0.289,0.21587441372641988,2.6984301715802486e-05
0.29,0.213192778690844,2.66490973363555e-05
0.291,0.2105444554606825,2.6318056932585316e-05
0.292,0.20792903023004278,2.599112877875535e-05
0.293,0.20534609433341147,2.5668261791676433e-05
0.294,0.20279524418179956,2.5349405522724945e-05
0.295,0.20027608119968127,2.503451014996016e-05
0.296,0.1977882117627152,2.47235264703394e-05
0.297,0.19533124713624028,2.4416405892030037e-05
0.298,0.192904803414535,2.4113100426816874e-05
0.299,0.19050850146083104,2.381356268260388e-05
0.3,0.18814196684807286,2.3517745856009108e-05
0.301,0.1858048298004126,2.3225603725051575e-05
0.302,0.18349672513543144,2.293709064192893e-05
0.303,0.18121729220707977,2.2652161525884972e-05
0.304,0.1789661748493248,2.2370771856165602e-05
0.305,0.17674302132049954,2.2092877665062444e-05
0.306,0.17454748424834218,2.1818435531042773e-05
0.307,0.17237922057571817,2.1547402571964773e-05
0.308,0.17023789150701735,2.127973643837717e-05
0.309,0.16812316245521625,2.101539530690203e-05
0.31,0.16603470298959794,2.0754337873699743e-05
0.311,0.16397218678412206,2.049652334801526e-05
0.312,0.16193529156643513,2.024191144580439e-05
0.313,0.15992369906751536,1.999046238343942e-05
0.314,0.15793709497194225,1.9742136871492782e-05
0.315,0.15597516886878396,1.9496896108597995e-05
0.316,0.15403761420309536,1.925470177538692e-05
0.317,0.15212412822801805,1.9015516028502257e-05
0.318,0.1502344119574752,1.87793014946844e-05
0.319,0.14836817011945508,1.8546021264931884e-05
0.32,0.14652511110987343,1.831563888873418e-05
0.321,0.1447049469470104,1.80881183683763e-05
0.322,0.14290739322651227,1.7863424153314036e-05
0.323,0.1411321690769533,1.7641521134619164e-05
0.324,0.13937899711594812,1.7422374639493514e-05
0.325,0.13764760340681106,1.7205950425851382e-05
0.326,0.13593771741575253,1.6992214676969065e-05
0.327,0.13424907196960767,1.678113399620096e-05
0.328,0.13258140321409004,1.6572675401761255e-05
0.329,0.13093445057256342,1.6366806321570428e-05
0.33,0.129307956705327,1.6163494588165874e-05
0.331,0.12770166746940487,1.5962708433675608e-05
0.332,0.1261153318788359,1.5764416484854488e-05
0.333,0.12454870206545661,1.5568587758182078e-05
0.334,0.12300153324017146,1.5375191655021434e-05
0.335,0.12147358365470357,1.5184197956837946e-05
0.336,0.11996461456382163,1.4995576820477704e-05
0.337,0.1184743901880352,1.4809298773504399e-05
0.338,0.11700267767675367,1.4625334709594208e-05
0.339,0.11554924707190303,1.4443655883987879e-05
0.34,0.11411387127199404,1.4264233908999255e-05
0.341,0.11269632599663779,1.4087040749579723e-05
0.342,0.11129638975150095,1.391204871893762e-05
0.343,0.10991384379369705,1.3739230474212132e-05
0.34400000000000003,0.10854847209760747,1.3568559012200934e-05
0.34500000000000003,0.10720006132112662,1.340000766514083e-05
0.34600000000000003,0.10586840077232743,1.3233550096540929e-05
